,vac_id,vac_name,city,published_at,archived,experience,url,employer_id,schedule_name,employment_name,prof_role
11,122366957,Аналитик данных,Санкт-Петербург,2025-07-06T17:26:10+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122366957,1065781,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
12,122467156,Аналитик данных,Москва,2025-07-07T12:15:58+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122467156,8898496,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
13,122379519,Специалист по работе с базой данных и аналитике,Москва,2025-07-07T09:51:01+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122379519,1026046,Полный день,Полная занятость,Аналитик
14,121787696,Аналитик данных,Москва,2025-07-07T09:23:58+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121787696,579,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
15,121062906,Бизнес-аналитик / Аналитик данных,Санкт-Петербург,2025-07-08T13:46:21+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121062906,3783,Полный день,Полная занятость,Аналитик
16,121016087,Аналитик данных,Воронеж,2025-07-08T08:44:23+0300,False,Нет опыта,https://hh.ru/vacancy/121016087,1495025,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
17,121531091,Аналитик данных,Самара,2025-07-07T17:21:22+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/121531091,10628904,Полный день,Полная занятость,Другое
18,118704325,Аналитик данных (Data Analyst),Москва,2025-07-08T16:53:39+0300,False,Нет опыта,https://hh.ru/vacancy/118704325,80981,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
19,122184142,Аналитик данных,Кокшетау,2025-07-09T09:16:30+0300,False,Нет опыта,https://hh.ru/vacancy/122184142,3558310,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
20,121602171,Аналитик данных,Минск,2025-07-09T09:42:43+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121602171,775340,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
21,122573070,Аналитик данных инвестиционные продукты,Москва,2025-07-09T13:22:42+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122573070,4623486,Удаленная работа,Полная занятость,"BI-аналитик, аналитик данных"
22,121820454,Аналитик данных,Набережные Челны,2025-07-07T09:29:22+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121820454,1822182,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
23,121907820,Аналитик базы данных,Ташкент,2025-07-08T15:45:10+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121907820,5901176,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
24,122559760,Аналитик данных,Владивосток,2025-07-09T10:25:15+0300,False,Нет опыта,https://hh.ru/vacancy/122559760,774791,Полный день,Полная занятость,Аналитик
25,122512526,Стажер/Аналитик данных (интернет-маркетинг),Кемерово,2025-07-08T10:05:21+0300,False,Нет опыта,https://hh.ru/vacancy/122512526,2395511,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
26,122053266,Аналитик данных,Санкт-Петербург,2025-07-07T11:42:40+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122053266,2484910,Полный день,Полная занятость,Аналитик
27,121558052,Аналитик данных,Москва,2025-07-08T13:12:40+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121558052,2613464,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
28,122366818,"Аналитик финансовых данных (BI, финансы, SQL)",Москва,2025-07-06T17:24:10+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122366818,3120634,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
29,119477141,Аналитик данных,Екатеринбург,2025-07-06T15:48:40+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/119477141,4431221,Полный день,Полная занятость,Аналитик
30,121544758,BI-аналитик/ аналитик данных,Москва,2025-07-07T18:34:19+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121544758,1853234,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
31,120718987,Младший аналитик данных,Москва,2025-07-08T10:17:26+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120718987,654795,Полный день,Полная занятость,Аналитик
32,121535877,Аналитик данных (с документами),Чита,2025-07-08T03:03:53+0300,False,Нет опыта,https://hh.ru/vacancy/121535877,11152959,Полный день,Полная занятость,Другое
33,122448635,Аналитик данных,Владивосток,2025-07-09T06:39:39+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122448635,668189,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
34,121661463,Аналитик данных,Владивосток,2025-07-04T09:56:08+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121661463,5920492,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
35,122546286,Разработчик / Аналитик базы данных,Москва,2025-07-08T20:31:11+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122546286,11491099,Полный день,Полная занятость,Системный аналитик
36,119722522,Аналитик данных (Excel),Усть-Луга,2025-07-07T08:17:41+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/119722522,3288380,Полный день,Полная занятость,Системный аналитик
37,122079478,Аналитик данных (Data Analyst),Новосибирск,2025-07-08T08:44:28+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122079478,1140,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
38,119722523,Аналитик данных (Excel),Санкт-Петербург,2025-07-07T08:17:41+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/119722523,3288380,Полный день,Полная занятость,Системный аналитик
39,122249561,Аналитик данных,Москва,2025-07-01T12:39:43+0300,False,Нет опыта,https://hh.ru/vacancy/122249561,160621,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
40,122514028,Аналитик данных,Канск,2025-07-08T10:22:19+0300,False,Нет опыта,https://hh.ru/vacancy/122514028,136475,Полный день,Полная занятость,Аналитик
41,120719059,Аналитик данных,Москва,2025-07-08T10:17:26+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120719059,654795,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
42,122410563,Аналитик по качеству данных,Москва,2025-07-04T13:38:58+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122410563,4560468,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
43,121754113,Оператор базы данных в департамент аналитики,Москва,2025-07-08T14:41:15+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121754113,245,Полный день,Полная занятость,"Оператор ПК, оператор базы данных"
44,121084720,Аналитик данных,Нижний Новгород,2025-07-09T10:54:16+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121084720,562595,Полный день,Полная занятость,Другое
45,122277826,Аналитик данных,Екатеринбург,2025-07-01T19:11:43+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122277826,40493,Полный день,Полная занятость,Аналитик
46,117907516,Аналитик данных,Красногорск (Московская область),2025-07-09T11:57:48+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/117907516,4225697,Полный день,Полная занятость,Аналитик
47,119722524,Аналитик данных (Excel),Москва,2025-07-07T08:17:41+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/119722524,3288380,Полный день,Полная занятость,Системный аналитик
48,122292021,Аналитик данных продаж на маркетплейсах / BI-аналитик,Киров (Кировская область),2025-07-02T10:04:08+0300,False,Нет опыта,https://hh.ru/vacancy/122292021,3101919,Полный день,Полная занятость,Аналитик
49,121128765,Аналитик данных,Казань,2025-07-03T11:12:58+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121128765,47939,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
50,120525976,Аналитик данных,Липецк,2025-07-01T17:05:21+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120525976,1480469,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
51,117907517,Аналитик данных,Москва,2025-07-06T10:57:40+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/117907517,4225697,Полный день,Полная занятость,Аналитик
52,121555228,Аналитик данных,Тула,2025-07-03T08:11:24+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121555228,3156187,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
53,122414381,BI - аналитик/аналитик данных,Москва,2025-07-07T15:45:56+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122414381,5951038,Полный день,Полная занятость,Аналитик
54,121349904,Аналитик данных,Москва,2025-06-30T12:36:44+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121349904,8892807,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
55,122142545,Аналитик данных / SQL разработчик,Бишкек,2025-07-09T12:46:31+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122142545,9677714,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
56,122379433,Аналитик данных,Москва,2025-07-04T09:49:26+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122379433,1705975,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
57,121218864,Ведущий аналитик данных,Кемерово,2025-07-01T11:21:36+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121218864,9476,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
58,122226967,Аналитик данных внутритрубной диагностики,Луховицы  (Московская область),2025-07-01T05:55:25+0300,False,Нет опыта,https://hh.ru/vacancy/122226967,3403687,Полный день,Полная занятость,Аналитик
59,121263893,Аналитик базы данных,Томск,2025-07-03T09:08:21+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121263893,1788334,Полный день,Полная занятость,Аналитик
60,120865772,Младший аналитик данных,Санкт-Петербург,2025-06-24T16:59:10+0300,False,Нет опыта,https://hh.ru/vacancy/120865772,4138182,Удаленная работа,Полная занятость,"BI-аналитик, аналитик данных"
61,122283003,"Data Analyst/Аналитик данных (PostgreSQL, Python)",Омск,2025-07-02T07:21:04+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122283003,3529,Полный день,Полная занятость,"Программист, разработчик"
62,122147910,Аналитик данных,Москва,2025-06-27T14:12:38+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122147910,1323852,Полный день,Полная занятость,Аналитик
63,122141574,Маркетинговый аналитик | Аналитик данных,Москва,2025-07-07T18:08:27+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122141574,3821828,Удаленная работа,Полная занятость,"BI-аналитик, аналитик данных"
64,122468046,"Аналитик, администратор баз данных 1С",Санкт-Петербург,2025-07-07T12:29:08+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122468046,10367942,Полный день,Полная занятость,Системный администратор
65,117018633,Аналитик данных / Data Analyst,Москва,2025-07-04T17:28:03+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/117018633,5951038,Полный день,Полная занятость,Аналитик
66,122247237,Младший аналитик данных,Москва,2025-07-01T12:03:11+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122247237,798,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
67,122159353,Аналитик данных,Москва,2025-07-01T14:41:07+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122159353,4736841,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
68,122397055,Аналитик данных IVR,Миасс,2025-07-04T12:11:00+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122397055,10955618,Полный день,Полная занятость,"Программист, разработчик"
69,122147995,Аналитик данных,Минск,2025-06-27T14:13:28+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122147995,687306,Полный день,Полная занятость,Аналитик
70,121523110,Аналитик данных,Москва,2025-07-02T09:41:09+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121523110,1120939,Полный день,Полная занятость,Бухгалтер
71,122359038,Оператор - аналитик данных для торговой компаний (продукция алкоголь),Шымкент,2025-07-03T15:07:46+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122359038,9401048,Полный день,Полная занятость,"Менеджер по маркетингу, интернет-маркетолог"
72,122424961,Аналитик данных (1С:WMS),Москва,2025-07-04T15:58:23+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122424961,15909,Удаленная работа,Полная занятость,Аналитик
73,122577891,"Эксперт автоматизации сбора данных / Аналитик (ETL, DWH)",Москва,2025-07-09T14:42:08+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122577891,4320902,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
74,122568479,Аналитик строительных данных / Специалист по ценообразованию,Санкт-Петербург,2025-07-09T12:17:47+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122568479,702004,Полный день,Полная занятость,Аналитик
75,122006200,Стажер (направление - аналитика данных),Москва,2025-06-24T13:33:56+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122006200,895945,Удаленная работа,Полная занятость,"BI-аналитик, аналитик данных"
76,121987787,Аналитик данных,Брянск,2025-06-24T09:39:55+0300,False,Нет опыта,https://hh.ru/vacancy/121987787,12088073,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
77,119396113,Аналитик данных (Индия),Москва,2025-07-09T12:51:02+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/119396113,180028,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
78,122424910,Аналитик данных (1С:WMS),Курск,2025-07-04T15:57:20+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122424910,15909,Удаленная работа,Полная занятость,Аналитик
79,122136104,Аналитик данных,Новосибирск,2025-06-27T10:56:49+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122136104,5577496,Полный день,Полная занятость,Системный аналитик
80,122259472,Аналитик данных,Москва,2025-07-01T15:13:23+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122259472,3972027,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
81,118971763,Аналитик данных по омниканальной логистике,Балашиха (Московская область),2025-07-04T15:41:13+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/118971763,2343,Полный день,Полная занятость,Аналитик
82,122035915,Аналитик данных Excel,Санкт-Петербург,2025-06-25T09:34:39+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122035915,29413,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
83,119249072,"Аналитик данных, Power BI, производственное планирование и отчетность",Москва,2025-07-04T16:07:28+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/119249072,2992493,Полный день,Полная занятость,Начальник производства
84,122211877,Аналитик данных,Ростов-на-Дону,2025-06-30T15:09:00+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122211877,3529,Полный день,Полная занятость,Финансовый менеджер
85,121301341,Аналитик продаж / Аналитик данных (Junior),Москва,2025-06-23T08:54:25+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121301341,4431748,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
86,122048441,Аналитик данных (автоматизация),Новосибирск,2025-06-25T12:11:37+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122048441,798,Полный день,Полная занятость,Аналитик
87,121940220,Аналитик данных,Алматы,2025-06-23T11:35:48+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121940220,3690317,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
88,121937300,Аналитик данных,Казань,2025-06-23T10:57:50+0300,False,Нет опыта,https://hh.ru/vacancy/121937300,618292,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
89,120231438,"Аналитик данных по кредитным заявкам (без поиска клиентов, без продаж)",Казань,2025-07-09T05:35:36+0300,False,Нет опыта,https://hh.ru/vacancy/120231438,7944,Полный день,Полная занятость,Другое
90,122110609,"Аналитик (проверка качества данных, визуализация)",Москва,2025-06-26T16:53:37+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122110609,1825,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
91,122287669,"Аналитик данных ( маркетплейсы UZUM, Яндекс Маркет )",Ташкент,2025-07-02T08:57:18+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122287669,9935925,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
92,120328434,Аналитик данных (Вьетнам),Москва,2025-07-01T14:19:41+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120328434,180028,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
93,121999606,Стажер Аналитик данных,Москва,2025-06-24T12:04:40+0300,False,Нет опыта,https://hh.ru/vacancy/121999606,895945,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
94,121875859,Младший аналитик данных,Москва,2025-06-20T10:54:14+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121875859,4561908,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
95,121097149,Аналитик данных IVR,Златоуст,2025-05-28T17:22:00+0300,True,От 1 года до 3 лет,https://hh.ru/vacancy/121097149,10955618,Полный день,Полная занятость,"Финансовый аналитик, инвестиционный аналитик"
96,119215433,Аналитик баз данных по потребности и обороту лекарственных препаратов в субъектах РФ,Москва,2025-06-23T14:16:54+0300,False,Нет опыта,https://hh.ru/vacancy/119215433,3263828,Полный день,Полная занятость,Другое
97,121327339,Аналитик-контролер ввода данных в 1С УПП,Санкт-Петербург,2025-07-04T11:06:29+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121327339,2956569,Полный день,Полная занятость,"Оператор ПК, оператор базы данных"
98,121036865,Аналитик данных,Москва,2025-06-23T11:35:22+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/121036865,1185332,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
99,122108988,Аналитик баз данных,Москва,2025-06-26T16:21:23+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122108988,15970,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
100,122253849,Аналитик баз данных | Junior DBA,Санкт-Петербург,2025-07-01T13:50:04+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122253849,3029476,Полный день,Полная занятость,DevOps-инженер
101,121829972,Аналитик данных,Москва,2025-06-19T11:29:55+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121829972,734226,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
102,122517388,Методист по разработке и аналитике данных (г. Сосновый Бор),Санкт-Петербург,2025-07-08T11:07:25+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122517388,9630573,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
103,121720203,Аналитик данных,Москва,2025-06-17T10:41:20+0300,False,Нет опыта,https://hh.ru/vacancy/121720203,8969815,Полный день,Полная занятость,Аналитик
104,121778856,Аналитик данных,Москва,2025-06-18T11:21:11+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121778856,3600774,Удаленная работа,Полная занятость,"BI-аналитик, аналитик данных"
105,120892345,Аналитик данных,Набережные Челны,2025-06-20T16:17:48+0300,False,Нет опыта,https://hh.ru/vacancy/120892345,1223472,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
106,122256428,Старший аналитик баз данных (продажи),Москва,2025-07-01T14:27:17+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122256428,160621,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
107,122099930,Аналитик данных,Оренбург,2025-06-26T13:48:38+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122099930,1078425,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
108,121678022,Аналитик данных,Москва,2025-06-30T11:27:52+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121678022,665467,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
109,122071288,Аналитик данных,Воронеж,2025-06-25T19:27:00+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122071288,3529,Полный день,Полная занятость,Аналитик
110,119006071,Аналитик данных по омниканальной логистике,Москва,2025-06-30T12:34:08+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/119006071,2343,Полный день,Полная занятость,Аналитик
111,122227015,Аналитик данных внутритрубной диагностики (Луховицы),Коломна (Московская область),2025-07-01T05:58:07+0300,False,Нет опыта,https://hh.ru/vacancy/122227015,3403687,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
112,122429339,"Аналитик 1с / миграция анализ учёт и хранение данных в 1с, Битрикс24, Озон, Вб, Ямаркет, Авито",Санкт-Петербург,2025-07-04T17:31:30+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/122429339,1217056,Удаленная работа,Полная занятость,Другое
113,122227041,Аналитик данных внутритрубной диагностики (Луховицы),Рязань,2025-07-01T06:00:27+0300,False,Нет опыта,https://hh.ru/vacancy/122227041,3403687,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
114,119031609,Старший аналитик данных / разработчик SQL,Москва,2025-06-30T15:16:13+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/119031609,1230328,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
115,121087270,Руководитель управления аналитики данных и автоматизации бизнес-процессов,Краснодар,2025-06-25T20:27:17+0300,False,От 3 до 6 лет,https://hh.ru/vacancy/121087270,11564085,Полный день,Полная занятость,Руководитель отдела аналитики
116,121568156,Аналитик данных,Москва,2025-06-11T15:57:40+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121568156,1816713,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
117,122006670,Аналитик данных Junior+,Казань,2025-06-24T13:42:13+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122006670,2392023,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
118,121629970,Аналитик данных,Благовещенск (Амурская область),2025-06-15T06:19:45+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121629970,12071212,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
119,122221440,"Процессный аналитик (в сфере землепользования, пространственных данных)",Москва,2025-06-30T17:46:04+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122221440,9613936,Полный день,Полная занятость,Другое
120,121532912,Аналитик данных СТЕК ЖКХ,Волгоград,2025-06-10T18:29:36+0300,False,Нет опыта,https://hh.ru/vacancy/121532912,1588948,Полный день,Полная занятость,Другое
121,120316461,Системный аналитик данных,Чебоксары,2025-06-26T15:02:15+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120316461,1121474,Полный день,Полная занятость,Аналитик
122,118117884,Аналитик данных,Оренбург,2025-06-20T12:47:43+0300,False,Нет опыта,https://hh.ru/vacancy/118117884,1191638,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
123,121533983,Аналитик данных,Москва,2025-06-10T19:51:40+0300,False,Более 6 лет,https://hh.ru/vacancy/121533983,1570348,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
124,118899452,Менеджер по бюджетированию и аналитике данных,Санкт-Петербург,2025-06-25T08:33:14+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/118899452,2763991,Полный день,Полная занятость,Экономист
125,121520963,Аналитик данных,Астана,2025-06-10T14:09:50+0300,False,Нет опыта,https://hh.ru/vacancy/121520963,5251423,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
126,120942113,Аналитик данных,Владивосток,2025-06-24T03:21:21+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120942113,4984719,Полный день,Полная занятость,"Программист, разработчик"
127,121603052,Business / Data Analyst (Аналитик операционных данных),Алматы,2025-06-12T10:39:24+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121603052,5641524,Удаленная работа,Полная занятость,Бизнес-аналитик
128,120316460,Системный аналитик данных,Новочебоксарск,2025-06-26T15:02:15+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120316460,1121474,Полный день,Полная занятость,Аналитик
129,120775452,Аналитик данных,Краснодар,2025-06-16T11:22:33+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120775452,750521,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
130,121478088,Врач-аналитик медицинских баз данных (SQL-запросы),Москва,2025-06-27T14:49:57+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121478088,596610,Полный день,Полная занятость,Врач
131,121961029,Аналитик данных,Мытищи (Московская область),2025-06-23T15:07:19+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121961029,55801,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
132,122048194,Аналитик данных (автоматизация),Москва,2025-06-25T12:08:35+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122048194,798,Полный день,Полная занятость,Бизнес-аналитик
133,121391148,Аналитик данных,Одинцово (Московская область),2025-06-11T18:03:36+0300,False,Нет опыта,https://hh.ru/vacancy/121391148,11160795,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
134,121371381,Аналитик данных,Красноярск,2025-06-25T04:41:06+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/121371381,1669799,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
135,122015776,Аналитик данных ( в программе 1С),Воткинск,2025-06-24T15:49:25+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/122015776,5745253,Полный день,Полная занятость,Аналитик
136,120063932,Аналитик данных,Новосибирск,2025-06-17T11:37:25+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120063932,3398823,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
137,121479840,Аналитик данных,Махачкала,2025-06-09T15:56:31+0300,False,Нет опыта,https://hh.ru/vacancy/121479840,4573472,Полный день,Полная занятость,"BI-аналитик, аналитик данных"
138,120024736,Аналитик данных,Бишкек,2025-06-19T13:20:57+0300,False,От 1 года до 3 лет,https://hh.ru/vacancy/120024736,10210362,Полный день,Полная занятость,Экономист
